iter	RMSE
298	134.9256731
299	134.8887308
300	134.8328481
301	134.7959176
302	134.7566233
303	134.5570786
304	134.5185198
305	134.3888335
306	134.3531983
307	134.2326187
308	134.0824042
309	133.8650134
310	133.7265135
311	133.5426199
312	133.3476398
313	133.2982295
314	133.1635993
315	132.9866189
316	132.9488621
317	132.9026057
318	132.7296823
319	132.4667817
320	132.3025402
321	132.0653225
322	131.9345323
323	131.5862711
324	131.3795733
325	131.2486846
326	130.9149924
327	130.7567755
328	130.6565179
329	130.5894255
330	130.3209662
331	130.1013073
332	129.872758
333	129.7495849
334	129.5364234
335	129.4433299
336	129.3684453
337	129.3336775
338	129.1164753
339	128.8894297
340	128.8590691
341	128.5587611
342	128.3573367
343	128.1215944
344	127.8925652
345	127.8431796
346	127.7264882
347	127.5785057
348	127.3853555
349	127.2671439
350	127.0548818
351	126.8914604
352	126.8197933
353	126.6748334
354	126.5542812
355	126.3366874
356	126.2047214
357	126.0936478
358	126.0319458
359	125.8391399
360	125.79473
361	125.6624596
362	125.5436532
363	125.511377
364	125.2398739
365	125.1107615
366	125.0183525
367	124.8117926
368	124.6305857
369	124.4989581
370	124.3763667
371	124.2560868
372	124.0894801
373	123.9557545
374	123.9062357
375	123.7983039
376	123.6477711
377	123.4605705
378	123.3955393
379	123.3668096
380	123.1906167
381	123.1703001
382	123.0276455
383	122.9410832
384	122.8996993
385	122.7408216
386	122.6447581
387	122.5104678
388	122.4524163
389	122.3773892
390	122.2875013
391	122.1929647
392	122.0452759
393	122.0158911
394	121.9852761
395	121.7994051
396	121.7385247
397	121.6433156
398	121.6135364
399	121.5683373
400	121.4953961
401	121.4738529
402	121.3196084
403	121.2119386
404	121.1838492
405	121.0782773
406	121.0386203
407	121.008055
408	120.9763578
409	120.8219167
410	120.7167677
411	120.6854807
412	120.6627715
413	120.5895124
414	120.4974524
415	120.2853221
416	120.2563623
417	120.2276704
418	120.1273513
419	120.0987086
420	119.8722327
421	119.8503773
422	119.6986871
423	119.6070872
424	119.4698289
425	119.3402743
426	119.3128746
427	119.1714259
428	118.9312779
429	118.8825697
430	118.7549119
431	118.6666795
432	118.6461817
433	118.5846911
434	118.5044575
435	118.3879317
436	118.3612628
437	118.2985439
438	118.2219818
439	118.0873199
440	118.0612489
441	118.0355145
442	117.8280838
443	117.7400057
444	117.5756463
445	117.4470721
446	117.4030292
447	117.1785288
448	117.1181117
449	117.0456935
450	116.9812003
451	116.9317436
452	116.886293
453	116.8420167
454	116.7593626
455	116.6433088
456	116.5632665
457	116.4910225
458	116.4124926
459	116.2373868
460	116.192353
461	116.0523021
462	116.0277715
463	115.9463326
464	115.8479213
465	115.8292002
466	115.6311719
467	115.4416991
468	115.3619629
469	115.1952806
470	115.0933584
471	115.0695919
472	114.9583453
473	114.9281112
474	114.7791704
475	114.6104255
476	114.5378203
477	114.5166762
478	114.4944649
479	114.4493846
480	114.3364527
481	114.2860244
482	114.263245
483	114.1970667
484	114.0370692
485	113.8736322
486	113.8414509
487	113.8215226
488	113.6779619
489	113.5923381
490	113.5051211
491	113.3462544
492	113.1621372
493	112.9932208
494	112.8614639
495	112.7157971
496	112.6486638
497	112.4859748
498	112.412217
499	112.3867339
500	112.2473996
501	112.0647653
502	112.0262563
503	111.8843361
504	111.8548584
505	111.8179865
506	111.6752932
507	111.5850062
508	111.4981382
509	111.3048425
510	111.2031641
511	111.0983825
512	110.9176708
513	110.7510006
514	110.6751602
515	110.5657743
516	110.4873145
517	110.4194025
518	110.2332013
519	110.1456394
520	110.0622447
521	110.0474298
522	109.9731894
523	109.8256044
524	109.7376559
525	109.7143673
526	109.6398962
527	109.5740353
528	109.4039352
529	109.2466522
530	109.2299043
531	108.9883938
532	108.8853115
533	108.7604719
534	108.6682091
535	108.5959648
536	108.5331964
537	108.4890741
538	108.4770908
539	108.3955891
540	108.2854601
541	108.1207224
542	108.0425087
543	108.0218191
544	107.9318614
545	107.8635289
546	107.7629425
547	107.7484767
548	107.7164322
549	107.6756877
550	107.5990554
551	107.5550695
552	107.5016809
553	107.378473
554	107.3189891
555	107.1444886
556	107.1176426
557	107.0243116
558	107.009463
559	106.9949105
560	106.9024419
561	106.8099831
562	106.7371562
563	106.6871439
564	106.6070767
565	106.5789911
566	106.5437322
567	106.5169651
568	106.4809307
569	106.353466
570	106.3077522
571	106.1652085
572	106.0847003
573	106.0214328
574	105.9885941
575	105.8268781
576	105.806031
577	105.7316012
578	105.5606538
579	105.5085442
580	105.4002275
581	105.244814
582	105.0640576
583	104.919296
584	104.8205018
585	104.7991859
586	104.7158064
587	104.6683582
588	104.5868979
589	104.4989365
590	104.3357882
591	104.321938
592	104.2819571
593	104.2433397
594	104.1760132
595	104.0902339
596	103.9794302
597	103.8692876
598	103.7596672
599	103.7123984
600	103.6835684
601	103.6176151
602	103.5910305
603	103.5766527
604	103.5036249
605	103.4902187
606	103.4284722
607	103.3348413
608	103.2586849
609	103.1183118
610	103.0981279
611	102.9837622
612	102.890756
613	102.8131705
614	102.7604913
615	102.7178349
616	102.5946432
617	102.5844451
618	102.5159035
619	102.45215
620	102.3859065
621	102.3032829
622	102.2788716
623	102.2542664
624	102.1771115
625	102.0959861
626	101.9702139
627	101.9468887
628	101.8334723
629	101.7290219
630	101.629775
631	101.5604897
632	101.5417291
633	101.4555638
634	101.439433
635	101.3905664
636	101.3024128
637	101.2597374
638	101.1935864
639	101.1118923
640	101.0998779
641	101.0888203
642	101.0735713
643	100.9696334
644	100.8967238
645	100.7773583
646	100.7587005
647	100.6516101
648	100.5777742
649	100.4904529
650	100.2955969
651	100.2535914
652	100.1894041
653	100.027865
654	99.9513751
655	99.91355415
656	99.75828988
657	99.74633142
658	99.73457599
659	99.7048405
660	99.67592838
661	99.65383244
662	99.53054974
663	99.46711296
664	99.43297054
665	99.34134998
666	99.29497203
667	99.17502187
668	99.1317068
669	99.05136515
670	98.91267718
671	98.87363644
672	98.76939963
673	98.64475567
674	98.52848468
675	98.34830824
676	98.17916517
677	98.10648935
678	98.0818514
679	97.98886348
680	97.86192977
681	97.79130832
682	97.74278057
683	97.55406664
684	97.43030225
685	97.33749047
686	97.21773788
687	97.14196201
688	97.0715746
689	96.996484
690	96.87326607
691	96.83244996
692	96.76999644
693	96.67615703
694	96.55233132
695	96.47693472
696	96.44761545
697	96.36005228
698	96.27985327
699	96.16149989
700	96.07058846
701	95.99504039
702	95.94317217
703	95.88048827
704	95.81592372
705	95.70055237
706	95.68691018
707	95.62094075
708	95.56343287
709	95.48985793
710	95.45689246
711	95.34845247
712	95.29283338
713	95.19233627
714	95.11409048
715	95.09699677
716	94.96251574
717	94.86926568
718	94.82888582
719	94.7582542
720	94.71231037
721	94.68561333
722	94.65099911
723	94.5501279
724	94.49041939
725	94.42718924
726	94.41075133
727	94.28092855
728	94.20011404
729	94.13189567
730	94.12036031
731	94.09977728
732	93.95150299
733	93.94197463
734	93.91994041
735	93.8125639
736	93.69221519
737	93.62364502
738	93.55224386
739	93.50223162
740	93.45939225
741	93.34323204
742	93.3002209
743	93.24469566
744	93.1566849
745	93.02996705
746	92.99561749
747	92.84230258
748	92.83363094
749	92.72466005
750	92.70454975
751	92.65064566
752	92.5715793
753	92.56162982
754	92.55235291
755	92.49406528
756	92.43612987
757	92.37250383
758	92.33400834
759	92.25953741
760	92.18811084
761	92.08512087
762	92.02713884
763	91.9408287
764	91.91086795
765	91.78995065
766	91.77396306
767	91.72877924
768	91.63312926
769	91.6198052
770	91.57931118
771	91.5090358
772	91.46692873
773	91.2735167
774	91.22627414
775	91.15061308
776	91.12524027
777	91.07920446
778	91.02870458
779	90.97370331
780	90.90802818
781	90.84209328
782	90.80992966
783	90.71946873
784	90.58933305
785	90.5566434
786	90.45493919
787	90.34454056
788	90.26924234
789	90.11473972
790	90.07024724
791	90.02183383
792	89.96269703
793	89.9041287
794	89.84950768
795	89.75550597
796	89.72894652
797	89.66068786
798	89.59114156
799	89.4912597
800	89.34253873
801	89.32630783
802	89.24150412
803	89.21618833
804	89.14876286
805	89.12373988
806	89.02888862
807	88.98566405
808	88.92113686
809	88.87866503
810	88.79096178
811	88.73522002
812	88.70366763
813	88.61966131
814	88.54431024
815	88.44456191
816	88.35493429
817	88.27067194
818	88.17052766
819	88.06475235
820	87.99482625
821	87.98462247
822	87.96316321
823	87.92218991
824	87.87975082
825	87.87111876
826	87.82351635
827	87.77768228
828	87.7202481
829	87.68471532
830	87.62257966
831	87.58066124
832	87.54493058
833	87.46530623
834	87.339721
835	87.24654681
836	87.18512791
837	87.09380113
838	87.01393888
839	86.88286361
840	86.87411066
841	86.81394114
842	86.7466603
843	86.71258488
844	86.65821508
845	86.58077343
846	86.50678535
847	86.44946176
848	86.41561999
849	86.3560627
850	86.28183898
851	86.23457328
852	86.16144459
853	86.15137535
854	86.04699928
855	86.03083978
856	85.97753768
857	85.95467421
858	85.87014801
859	85.78056901
860	85.66765085
861	85.6201826
862	85.51158966
863	85.42985209
864	85.4069651
865	85.39324839
866	85.28470511
867	85.22635626
868	85.17189004
869	85.1464204
870	85.11947253
871	85.10031545
872	85.0909562
873	85.03422358
874	85.00666276
875	84.95698664
876	84.92630347
877	84.84647742
878	84.79199257
879	84.75024896
880	84.67849139
881	84.637033
882	84.57323647
883	84.50708661
884	84.483768
885	84.47058812
886	84.35523089
887	84.28034802
888	84.23062911
889	84.20654544
890	84.13813548
891	84.09307
892	84.03277796
893	84.02368005
894	83.99849216
895	83.98961292
896	83.9547516
897	83.93215391
898	83.88230211
899	83.83239355
900	83.82113496
901	83.81228853
902	83.77120898
903	83.71703619
904	83.66898858
905	83.60708893
906	83.59895188
907	83.56228914
908	83.50497949
909	83.4639086
910	83.42040235
911	83.34192113
912	83.29773017
913	83.21947772
914	83.2114918
915	83.18473022
916	83.10122462
917	83.07351288
918	83.0404842
919	83.03275948
920	82.9514519
921	82.88377238
922	82.87607604
923	82.83100633
924	82.77106827
925	82.76261958
926	82.61706765
927	82.60872172
928	82.56458563
929	82.52875125
930	82.46224206
931	82.41100163
932	82.40270317
933	82.31788297
934	82.29692469
935	82.23918275
936	82.19973403
937	82.14616899
938	82.09362921
939	82.06267452
940	82.04490522
941	81.97731126
942	81.93363158
943	81.82853021
944	81.77137428
945	81.71863615
946	81.6799757
947	81.59680213
948	81.51346008
949	81.48311543
950	81.43317093
951	81.36758609
952	81.27931696
953	81.26105777
954	81.23856818
955	81.19021313
956	81.11697624
957	81.03252787
958	80.92968222
959	80.90712931
960	80.82563055
961	80.81816633
962	80.77046118
963	80.7440088
964	80.73672707
965	80.63833205
966	80.6206586
967	80.57461342
968	80.50447212
969	80.48569155
970	80.42046295
971	80.34849688
972	80.34308823
973	80.30772894
974	80.29985846
975	80.25468203
976	80.24857304
977	80.22699054
978	80.1565221
979	80.0546111
980	80.0110097
981	79.99336441
982	79.95017835
983	79.91713393
984	79.86349344
985	79.8161533
986	79.80224322
987	79.78208735
988	79.74539837
989	79.69792169
990	79.65316851
991	79.61381273
992	79.54672836
993	79.50472804
994	79.45942963
995	79.41442637
996	79.32346315
997	79.28382235
998	79.23994962
999	79.17878837
