¹øÈ£,»ç¾÷Àå¸í,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,ÁÂÇ¥Á¤º¸(x),ÁÂÇ¥Á¤º¸(y),lat,lng
319,¸ö°¡Áü PT&ÇÊ¶óÅ×½º,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ Áß°îµ¿ 341-5¹øÁö 2, 3Ãþ",207174.408882708,450519.518113255,37.5568383,127.0819643
320,µå¹ÙµðÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 611¹øÁö ±¸ÀÇÇö´ë2´ÜÁö »ó°¡µ¿ 304È£,208403.746065593,448490.239179557,37.537996,127.096392
321,Å©·Î½ºÇÍ ÆÀ¾Øµð,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 202-3¹øÁö ÁöÃþ,208181.517388785,448984.848324887,37.54308,127.0933574
322,Á¶½ÂÈ£ ¾ÆÅè ÈÖÆ®´Ï½º PT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 21-1¹øÁö 2Ãþ 202È£,206010.268755156,449527.161783138,37.5479653,127.0687849
323,Youn-A PT¼¥,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 76-1¹øÁö 3Ãþ 302È£,207825.465863194,449902.401682584,37.551265,127.0892451
324,µ¿ºÎÀ°Ã¼¹Ì,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 361-27¹øÁö,206293.664148482,449549.386757289,37.5481754,127.0720189
325,ÈÖÆ®´Ï½º¿ì¸Õ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 21-22¹øÁö ÁöÃþ,205992.536392711,449493.989066549,37.5476439,127.0685931
326,´õÅ×¶ó ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 596-5¹øÁö ÁöÇÏ2Ãþ,208006.504810197,447998.924380413,37.5341635,127.0914016
327,¿ø¸ð¾îÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 202-27¹øÁö 6Ãþ,208214.895653032,448960.106855126,37.5428518,127.0936838
328,¿¡ÀÌºíÁü ¸¶°î³ª·çÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îµ¿ 759-3¹øÁö º¸Å¸´ÐÆÄÅ©Å¸¿ö¥° 12Ãþ,184557.0,451787.0,37.5612539,126.8287671
332,¿¥ÆÛ½º³ÎÆ®·¹ÀÌ´×¼­ÃÊ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1589-12¹øÁö ¿À¿µºôµù,201119.982045149,442629.209364724,37.4858085,127.0134317
333,¸ÞµðÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷µ¿7°¡ 94-49¹øÁö ÀÎµû¸£½Ã¾Æ»ç¿Á,191907.870668957,447090.531277914,37.5260053,126.9092551
338,ÄÚ¿À½ºÆ®·Õ ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ 644¹øÁö ¿¤¸®¾îÆ®ÇÏ¿ì½º B01È£,208269.433219878,457021.162035231,37.6154192,127.0944133
339,´ëÃ»spo5,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ °³Æ÷µ¿ 13-3¹øÁö ´ëÃ»Å¸¿ö,206970.919291372,443574.411625824,37.4942492,127.0796534
340,ÁÖ½ÄÈ¸»ç ÅÂÆò·Î ¹Ùµð½ºÅ¸,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ÅÂÆò·Î2°¡ 150¹øÁö ºÎ¿µ ÅÂÆòºôµù,197728.372836574,451030.853936909,37.5616275,126.9749785
359,¿ö³ÊÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 606-18¹øÁö 3Ãþ,187945.843696609,449821.719712552,37.5505307,126.8643563
365,½ºÆ÷¾Ö´Ï ½Å¼³µ¿¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ ½Å¼³µ¿ 101-5¹øÁö ÁöÇÏ1Ãþ,202081.864808843,452565.40876479,37.5753106,127.0243292
373,(ÁÖ)¹Ù¿î½º Æ®·¥Æú¸°ÆÄÅ© »ï¼º¼¾ÅÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ´ëÄ¡µ¿ 983-1¹øÁö ÇØ¾Ïºôµù,205677.522476464,444555.644453973,37.5033475,127.0654114
374,¹ÙµðÇÃ·¹ÀÌ½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ 56-2 ÀÌ¾È¾Ö,208342.686741707,453734.914814995,37.5858625,127.0951248
378,»ï¼ÕÇï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 1-5¹øÁö,207929.421002766,444956.907132487,37.5067663,127.0904816
381,Ã»´ã ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 670¹øÁö,207306.382464524,447374.008518853,37.528363,127.0835353
395,³²½ºÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ¿À·ùµ¿ 156-100 »õ¸¶À»±Ý°íÈ¸°ü 4Ãþµ¿,185867.982684839,443187.336998108,37.4907638,126.8408739
403,²«¹Ùµð(kkunbody),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îµ¿ 797-1 ÄýÁîÆÄÅ©³ªÀÎ,185365.0,450789.0,37.5594439,126.8342748
405,Æ®·¯½ºÆ®Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ º¸¹®µ¿1°¡ 120¹øÁö,201626.152243635,453756.581286658,37.5860849,127.0191874
406,¶ó¸ó GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼ººÏµ¿1°¡ 35-31¹øÁö,200401.243311814,454052.641858251,37.5887368,127.005316
426,¹ÙµðÄÚ¾îÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ È«Àºµ¿ 277-157¹øÁö,194272.549931798,453343.442722549,37.5822958,126.9359453
429,DDPT&PILATES,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 292-95¹øÁö,201164.071014288,450969.573176111,37.5609689,127.0139378
431,Ã¤¿ò P.T,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 106-8 ÇüÁ¤ºôµù 201È£,211418.991100604,442722.574606283,37.4865644,127.1299287
436,½º¸¶Æ®Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ »óµµµ¿ 201-66 »ç¶ûºôµù,194740.973504376,444269.712483984,37.5005814,126.9413211
437,ÅõÈ¥Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ³ë·®Áøµ¿ 148-57¹øÁö,195084.775709548,445665.106836723,37.5131514,126.9451998
441,ÈÖÆ®´Ï½º ÇÇÇÃ ¿ì¸Õ ±¸·ÎµðÁöÅÐ´ÜÁöÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ ±¸·Îµ¿ 182-13 ´ë¸¢Æ÷½ºÆ®Å¸¿ö2Â÷,190845.231594802,442639.420821243,37.4858838,126.8973216
442,¿ì¸®Áü È«´ëÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ µ¿±³µ¿ 199-1¹øÁö Çö¿ìºôµù,193145.160420669,450706.106921998,37.558566,126.9231933
446,½ºÆ÷¾Ö´Ï °ø¸ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ °ø¸ªµ¿ 441-92 ¿ìÀººôµù,206726.878344473,458309.493406226,37.6270669,127.0769628
448,¹ß¸®ÈÖÆ®´Ï½º(BALI Fitness),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 93-3 Æ÷·¹ 933ºôµù,199814.181959575,444174.321790304,37.49987790000001,126.9985952
454,ÇÇÆ¼ÇÃ·¹ÀÌ½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 50-3¹øÁö ´ë¸¢Æ÷½ºÆ®Å¸¿ö6Â÷,189662.959175776,442139.514492212,37.4813244,126.8837789
460,ÁüÆ¼ÇÇ È«´ëÀÔ±¸¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ µ¿±³µ¿ 174-11 µ¿¿ìºôµù,193537.812453408,450644.919295783,37.5579444,126.9276672
462,³ªÀÇ ±ÙÀ° »ç¿ë¼³¸í¼­,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿2°¡ 284-62,204607.548949327,449380.324793135,37.5467682,127.0527574
465,¾ÆÀÌ¼ÒÆ÷½ºÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ Ã¢Ãµµ¿ 31-92¹øÁö J-Tower,194425.547743193,450629.487978481,37.5580661,126.9375418
470,ÆÛ½ºÆ®Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 376-2 À¯¼ººôµù,203916.155701646,441041.451580684,37.4715198,127.0450212
476,Áü³ª¿ì ÆÛ½º³ÎÆ®·¹ÀÌ´×,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ ÇÑ³²µ¿ 790-3¹øÁö 1Ãþ,200182.74105199,449041.567341809,37.5431359,127.0025093
479,¿õÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 1136¹øÁö,193090.283635996,444927.586176205,37.5064799,126.9226242
481,¹ÙµðÇÍ ½ºÅ¸ÀÏ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 33-7¹øÁö CNA »ç¿Á,202464.840967,446050.614802379,37.5120473,127.0228967
484,½ÃÁð¿ÂÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 851-3,195888.014021964,442308.732952529,37.4829083,126.9542726
487,º§¸£ÇÇÆ¼,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°îµ¿ 898-1¹øÁö È­°î½ÉÆ÷´ÏÅ¸¿ö 504È£,186424.391650186,447580.544751681,37.53001,126.8473652
488,Áü¿¡ºê¸®¿ø3,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ µîÃÌµ¿ 628-7¹øÁö ¾Æº§Å×Å©³ë B107È£,187142.520159168,450809.366186016,37.5593942,126.8554059
491,·Î±×Áü °­³²±¸Ã»Á¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 240-12¹øÁö,203453.335574423,445989.904733263,37.516077,127.0398381
494,½ºÆ÷¾Ö´Ï ±¤È­¹®¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ½Å¹®·Î1°¡ 116¹øÁö ¿¡½ºÅ¸¿ö,197626.497681648,451938.484384565,37.5697566,126.9739421
497,Thera PT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 234-24,202991.532710332,445088.969441836,37.5079772,127.0346122
498,·Î±×Áü ¿ª»ïÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ïµ¿ 735-17¹øÁö ¿ª»ï Çª¸£Áö¿À ½ÃÆ¼,202905.303175817,443996.984822547,37.498056,127.0338646
504,¸Ó½½¾ÆÄ«µ¥¹Ì GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Ã»·®¸®µ¿ 234-2¹øÁö Çö´ë¾ÆÆÄÆ® »ó°¡µ¿ ÁöÇÏ1È£,204024.364989132,453631.24724885,37.5847907,127.0461912
507,GOTO »ó¾Ï,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ »ó¾Ïµ¿ 1615¹øÁö PARK M,190591.913002866,452920.989704662,37.5786053,126.8943281
510,½Ã³ÊÁü(SYNERGYM),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ±¸¼öµ¿ 6-8¹øÁö,194014.30771856,449443.987812619,37.5472096,126.9330448
511,ÆÄÅ©Áü ÇÑ¾ç´ëÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ Çà´çµ¿ 32-6¹øÁö,203680.207588501,450527.658540573,37.5569438,127.0423857
513,Å©·Î½ºÇÍ ¾Æ¶ì,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ µµ¼±µ¿ 402 ½Â¿ìÄ«¼¾Å¸,202619.718109742,451383.849786887,37.5657025,127.0320476
514,º£ÀÌ½ºÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 17-3¹øÁö »ïÈ¯±î¹Âºôµù,192585.693382087,447295.194165729,37.5278162,126.916921
515,Áü¿¡½ºµðºñ(GYM SDB),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤µ¿ 774-4¹øÁö Åë¿¬ºôµù,185563.39173504,445562.576452316,37.5121211,126.8374581
518,´Ù¹Ì³ÚGYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ½Å»çµ¿ 12-7¹øÁö 1Ãþµ¿,191779.346985955,455405.316699549,37.60086990000001,126.9076704
520,¶ó¿ÂÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ È¿Ã¢µ¿ 5-121¹øÁö ÁöÇÏ2Ãþ,196542.935666666,448603.573333334,37.5399435,126.9621768
531,The third Place,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ »ïÀüµ¿ 29-10¹øÁö ÁöÇÏ1Ãþ,207769.190707646,444593.026608349,37.5034776,127.088635
540,°Ç°­ÇÑ ¿îµ¿,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îµ¿ 796-3¹øÁö ¸¶°î»çÀÌ¾ð½ºÅ¸¿ö 505È£,185247.0,450934.0,37.5607487,126.832068
544,ÇÑ½º¹Ùµð¹ë·±½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ´ëÁ¶µ¿ 191-15¹øÁö 1Ãþµ¿,193223.378098947,456990.730668888,37.6151948,126.9239878
546,¹ÙµðÄÁÆß,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ½Ö¹®µ¿ 96-4¹øÁö ¿ì¸²ºôµù,202871.080504567,460522.031748747,37.647016,127.0333481
547,ÁÖ½ÄÈ¸»ç ÀÎ½ºÅ¸Áü µ¶»ê¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 685¹øÁö µðÁöÅÐ¿¥ÆÄÀÌ¾îºôµù 1501È£,189978.050925581,440363.954453659,37.465603,126.8876967
549,ÈÖÆ®´Ï½º²Þ&ÇÊ¶óÅ×½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ ¿ù°èµ¿ 46-13¹øÁö,205667.441809937,456975.436848678,37.6150644,127.0649687
550,¸¶ÀÌ½ºÅ¸,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ È«Á¦µ¿ 155-5¹øÁö,195199.663192644,453715.755854225,37.5857055,126.9464107
755,ÇÇ¿¤À¯,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 226-3¹øÁö,200893.119043422,451354.677273034,37.5644275,127.0108632
757,¾¥ÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ 243-23¹øÁö,209517.454768149,457295.548272915,37.6126329,127.1145598
759,¿¡ÀÌÆ® ÇÇÆ¼ ½ºÆ©µð¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ½Ö¹®µ¿ 192-4,202978.715323418,461768.035208019,37.6582181,127.0345107
760,ÇÇÆ®´Ï½º ¿ø,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ µµÈ­µ¿ 560¹øÁö ¸¶Æ÷ ÅÂ¿µ µ¥½Ã¾Ó,195322.033365468,448969.110547126,37.5429247,126.9478595
765,¶óÀÌÇÁÇÃ·¯½º ÈÖÆ®´Ï½º °¡ÁÂ¿ªÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ ºÏ°¡ÁÂµ¿ 487 ¼º°øÅ¸¿ö1,192209.323632506,452067.039429636,37.5749919,126.9089734
766,½ºÆ÷´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿ 282-6 ÇÑ¼ººôµù ÁöÇÏ 101È£,206851.974145395,450247.135087876,37.5544067,127.0783022
767,"°ñµå¿¡½º ÈÖÆ®´Ï½º, ÇÊ¶óÅ×½º ¼­ÃÊÁ¡",¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1583-10 ¼­ÃÊ¾ÆÆ®ÀÚÀÌ,200953.239716326,442613.337649681,37.4856842,127.0114408
769,ÁÖ½ÄÈ¸»ç ¾÷ÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»êµ¿6°¡ 311-1 µ¿È­ºôµù,191308.21419306,448106.7377888,37.535204,126.9025333
772,¿¬¼¼Çï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ÃµÈ£µ¿ 333-46 È£Áøºôµù,210970.367147465,449058.554810617,37.5491507,127.1274832
773,T.H STUDIO,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ ³²°¡ÁÂµ¿ 369-10,192877.725537448,452945.764822514,37.5787686,126.9200981
774,ºñ ½ºÆ©µð¿À(Be studio),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿2°¡ 289-8,205001.330561095,449340.301134739,37.5461968,127.0573569
775,¿¡ÇÁ¿¡ÀÌ½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 242¹øÁö,206725.477514837,450076.99365524,37.5529069,127.0768574
777,ÇÇÆ®´Ï½º¼Ö·ç¼Ç,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1689-2¹øÁö ¼­Èïºôµù,201513.409080512,443668.241895786,37.4952379,127.0180743
780,¸é¸ñ ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ 359-2¹øÁö,207709.270930577,453910.467739777,37.5874234,127.0880257
783,ÇÍ¿ÀÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µµºÀ±¸ ¹æÇÐµ¿ 720-33¹øÁö µµºÀ¿ùµå»ó°¡ 207È£,204083.769271308,462849.020752258,37.6679862,127.0470453
785,ºí·¢Æ÷½ºÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 135-17,202426.533779071,445543.540181496,37.5120878,127.0282363
791,¾ÆÀÌµð¾ó ÇÊ¶óÅ×½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌµ¿ 1¹øÁö ±×·£µåºôµù,208551.947559076,444890.678006917,37.5061554,127.0974874
798,CLUB GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 159-15¹øÁö,210482.876133293,445580.642832588,37.5123533,127.1193179
803,½ºÆ÷¾Ö´Ï ÃµÈ£ÃÊ±³Á¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ÃµÈ£µ¿ 234-6¹øÁö ÀÏÁÖºôµù,211853.659176909,449388.465849174,37.546686,127.1347948
805,ÀÍ½ºÆ®¸² ÄÄ¹î,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ È«Á¦µ¿ 305-2¹øÁö,194975.948400893,454111.957435702,37.5892938,126.9438329
813,ÁøÇÍÆÛ½º³ÎÆ®·¹ÀÌ´×,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ ÇÑ³²µ¿ 707-36¹øÁö ÇÑ³²ÇÁ¶óÀÚ 4Ãþ,200506.187313451,448146.173245501,37.5354864,127.0065643
814,Å×¶óÇÇÆ®,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ë¸²µ¿ 605-28¹øÁö,190829.669548548,444711.08722969,37.5045275,126.8970553
816,¸¶µÎ¿ªÁ¡ ½ºÆ÷¾Ö´Ï ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,°æ±âµµ °í¾ç½Ã ÀÏ»êµ¿±¸ ¸¶µÎµ¿ 798-6 ¼­¿ïÅ¸¿ö,180305.495827453,461211.883378002,37.6530762,126.7776533
819,µð¿ÀÇÊ¶ó¾ØÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 405-171¹øÁö ´õºôµù,188590.494710205,446929.520544817,37.5245073,126.8717107
822,ÁÖ½ÄÈ¸»çÁ¦ÀÓ½ºÁü¾ÆÀÌ¿¡ÇÁ¾¾,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 23¹øÁö ¼­¿ï ±¹Á¦±ÝÀ¶ ¼¾ÅÍ,193326.931018911,446973.914570276,37.5249367,126.9252845
823,½½¸²¾Ø½ºÆ®·Õ °­µ¿Á¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¸íÀÏµ¿ 312-216¹øÁö ÇÁ¶óÀÓºôµù,212629.979839061,450062.070217207,37.5526969,127.14369
824,ºÎ½ºÅÍ 9 (Booster 9),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹æÀÌµ¿ 210¹øÁö,210769.190920536,445359.948409671,37.5102818,127.1224755
826,¿îµ¿Ê« FITNESS & PT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 13-11¹øÁö Çàº¹ºôµù,203128.494210973,442316.546418164,37.4829903,127.0361765
828,°ñµçÅ©¶ó¿î Å©·Î½ºÇÍ ¼­´ë¹®¿ª,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ Á¤µ¿ 25-2¹øÁö,197220.244951952,451701.578492985,37.5675589,126.9692978
829,Æ®À©PT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 1658-4¹øÁö º®Ãµºôµù,196742.900141418,441605.790320829,37.4765799,126.9639471
830,BELIEVE PT STUDIO,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°îµ¿ 1066-8¹øÁö ¿ùµåºôµù 2Ãþ,185557.800051443,448772.375749389,37.5410244,126.8373704
833,GOTO º¸¶ó¸Å,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ½Å´ë¹æµ¿ 395-65¹øÁö ÆÄÅ©½ºÄù¾î,º¸¶ó¸ÅÇö´ëAPT",193167.049947274,443326.060408639,37.4920429,126.9234214
836,¾î¹Ý½ºÆ©µð¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼ºµ¿ 157-14,204989.946811679,445154.320314656,37.5085276,127.0571272
838,ÇÁ·Î¹ÙµðÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈïµ¿ 830-22¹øÁö,191970.182049624,438773.647952075,37.4510425,126.9100745
842,3S gym,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 288-17¹øÁö,201267.806155823,450937.698445741,37.5607113,127.015133
843,»ó½ÂÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àå¾Èµ¿ 365-9 ÄÉÀÌÅ¸¿ö,206129.858095688,451891.533842401,37.5692868,127.0701756
845,¼­¼¼È£ PT&PILATES,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ µµ°îµ¿ 411-17¹øÁö,203899.748134841,442621.420007439,37.4857459,127.0448489
848,Move Gym,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 59-8 Ã»¾çºôµù,209651.7746643,445422.988281706,37.5109187,127.109925
853,¿¥¿ÀÇÍ PT&Pilates,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 602-2¹øÁö Å¬·¡¸®Æ¼ Å¸¿ö,188272.472592178,449639.484816091,37.5488841,126.8680747
